category_id,category_title,subcategory_title,product_id,product_title,price,currency,description_plain,description_html,image_url,product_url
20,Mac'n Cheese,Mac'n Cheese,587192,BURGER MAC,580,₺,"sedani pasta roasted beef minced meat, basemel, nutmeg, cheddar sauce, match potatoes, caramelized onions, cream, grated lozerella, garlic, mix spices","sedani pasta roasted beef minced meat, basemel, nutmeg, cheddar sauce, match potatoes, caramelized onions, cream, grated lozerella, garlic, mix spices",https://cdn.pardonapp.co/products/b00db3d1-915e-40a2-8d4a-67cb19019eab.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587193,CHEDDAR MAC,510,₺,"sedani pasta, chedar sauce nutmeg, basemel, grated mozzerella, match potatoes, cream, garlic, mix spices","sedani pasta, chedar sauce nutmeg, basemel, grated mozzerella, match potatoes, cream, garlic, mix spices",https://cdn.pardonapp.co/products/923ea5d2-1bb7-4928-95a3-04cf70a1c596.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587194,CRISPY CHICKEN MAC,530,₺,"sedani pasta, crispy chicken balls, cheadar sauce, cream, basemel, match potatoes, garlic, nutmeg, grated mozzerella, mix spices","sedani pasta, crispy chicken balls, cheadar sauce, cream, basemel, match potatoes, garlic, nutmeg, grated mozzerella, mix spices",https://cdn.pardonapp.co/products/fa80dfb3-b2ba-4c21-b85d-ba36ba89643f.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587196,MAC WITH BEEF ANTHRICOTOT,600,₺,"sedani pasta, beef entrikot, chedar sauce, basemel, match potatoes, grated mozzerella, garlic, cream, mix spices","sedani pasta, beef entrikot, chedar sauce, basemel, match potatoes, grated mozzerella, garlic, cream, mix spices",https://cdn.pardonapp.co/products/d592a058-2613-4d2d-9191-4f19fff48ab0.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587197,FIVE CHEESE MAC,530,₺,"Sedani pasta, parmesan, grated mozerella, labneh, tulum cheese, cheddar sauce, cream, match potatoes, basemel, nutmeg, garlic, mix spices","<p><span style=""font-size: 12px;"">Sedani pasta, parmesan, grated mozerella, labneh, tulum cheese, cheddar sauce, cream, match potatoes, basemel, nutmeg, garlic, mix spices</span><br></p>",https://cdn.pardonapp.co/products/9ff64a28-b69a-47ca-9c6b-bf98d3865450.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587198,GRILL CHICKEN MAC,530,₺,"Sedani pasta, grilled chicken, basemel, cheddar sauce, cream, match potatoes, grated mozzerella, nutmeg, garlic, mix spices","Sedani pasta, grilled chicken, basemel, cheddar sauce, cream, match potatoes, grated mozzerella, nutmeg, garlic, mix spices",https://cdn.pardonapp.co/products/f6045b87-3b44-4bdc-8d20-b8fbcf254edd.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587199,MICKET MEATBALL MAC,580,₺,"Sedani pasta, cluster dumplings, chedar sauce, grated mozerella, basemel, match potatoes, garlic, nutmeg,cream,","Sedani pasta, cluster dumplings, chedar sauce, grated mozerella, basemel, match potatoes, garlic, nutmeg,cream,",https://cdn.pardonapp.co/products/c5aa8677-0f35-4ae7-8fd9-fbf8d1f3507f.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587200,TANDOORİ MAC,610,₺,"Sedani pasta, baked beef tandoor, chedar sauce, grated mozzerella, cream, match potatoes, nutmeg, garlic, basemel, mix spices","<p>Sedani pasta, baked beef tandoor, chedar sauce, grated mozzerella, cream, match potatoes, nutmeg, garlic, basemel, mix spices<br></p>",https://cdn.pardonapp.co/products/3cac7848-0795-438e-8701-2a4fde2646b8.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,587201,ROASTED MAC,610,₺,"Sedani pasta, beef roasting, chedar sauce, grated mozzerella, basemel, match potatoes, cream, garlic, nutmeg, mix spices","<p><span style=""font-size: 12px;"">Sedani pasta, beef roasting, chedar sauce, grated mozzerella, basemel, match potatoes, cream, garlic, nutmeg, mix spices</span><br></p>",https://cdn.pardonapp.co/products/210eb80c-2f6d-403d-92ee-11fe8bcfd0bf.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,681148,FIVE MUSHROOMS MAC,550,₺,"Sedani pasta, cheddar sauce, 5-mushroom mix (nameko, shiitake, trumpet, oyster, beech mushroom), garlic, dried onion, cherry tomato, shoestring fries, grated mozzarella, nutmeg, plant-based cream, béchamel, spices.","<p>Sedani pasta, cheddar sauce, 5-mushroom mix (nameko, shiitake, trumpet, oyster, beech mushroom), garlic, dried onion, cherry tomato, shoestring fries, grated mozzarella, nutmeg, plant-based cream, béchamel, spices.</p>",https://cdn.pardonapp.co/products/31a2c337-bd97-4569-bcba-8ad885165fc5.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,681149,LOLITA CHICKEN MAC,530,₺,"Sedani pasta, cheddar sauce, chicken döner (100 g), grated mozzarella, cherry tomatoes, shoestring fries, nutmeg, garlic, plant-based cream, béchamel, spices, Iskender sauce.","<p>Sedani pasta, cheddar sauce, chicken döner (100 g), grated mozzarella, cherry tomatoes, shoestring fries, nutmeg, garlic, plant-based cream, béchamel, spices, Iskender sauce.</p>",https://cdn.pardonapp.co/products/6dd779bf-87c7-445e-992b-6f6458afad5b.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,681150,MİSKENDER MAC,590,₺,"Sedani pasta, cheddar sauce, beef döner (100 g), grated mozzarella, cherry tomatoes, shoestring fries, plant-based cream, nutmeg, garlic, béchamel, spices, Iskender sauce.","<p>Sedani pasta, cheddar sauce, beef döner (100 g), grated mozzarella, cherry tomatoes, shoestring fries, plant-based cream, nutmeg, garlic, béchamel, spices, Iskender sauce.</p>",https://cdn.pardonapp.co/products/1d2694a5-2113-4ffe-b9fb-36e5fb695388.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
20,Mac'n Cheese,Mac'n Cheese,681151,GENERAL CHICKEN MAC,535,₺,"Sedani pasta, cheddar sauce, cherry tomatoes, chicken breast (100 g), grated mozzarella, shoestring fries, nutmeg, garlic, plant-based cream, béchamel, Genovese sauce, spices.","<p>Sedani pasta, cheddar sauce, cherry tomatoes, chicken breast (100 g), grated mozzarella, shoestring fries, nutmeg, garlic, plant-based cream, béchamel, Genovese sauce, spices.</p>",https://cdn.pardonapp.co/products/b71c46f2-993c-4b10-ab0f-f670d25853d8.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/20
30,Stew Pasta,Stew Pasta,681185,AMATRICIANA STYLE SEDAN,710,₺,"Sedani, Smoked Beef (60g), San Marzano Sauce , Hot pepper paste , Grated Mozzarella, Garlic, Butter, Spices","<p>Sedani, Smoked Beef (60g),&nbsp; San Marzano Sauce , Hot pepper paste , Grated Mozzarella, Garlic,&nbsp; Butter, Spices</p>",https://cdn.pardonapp.co/products/eb460db1-a50b-48bf-9ea4-64a10a096b72.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681186,PASTRAMI GIGLI,710,₺,"Sedani, Pastrami without Fenugreek (60g), Nutmeg, Labne Cheese , Butter, Garlic, Grated Mozzarella, Tomato, Béchamel","<p>Sedani, Pastrami without Fenugreek (60g), Nutmeg, Labne Cheese , Butter, Garlic, Grated Mozzarella, Tomato, Béchamel</p>",https://cdn.pardonapp.co/products/88a75668-032b-4906-90b0-c86f6fbe903c.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681187,ROASTED BURATTA,710,₺,"Sedani, Butter, Nutmeg, Fresh Scallion, Labne Cheese , Garlic, Tomato, Grated Mozzarella, Béchamel, Sautéed Beef (100g), Spices","<p>Sedani, Butter, Nutmeg, Fresh Scallion, Labne Cheese , Garlic, Tomato, Grated Mozzarella,&nbsp; Béchamel, Sautéed Beef (100g), Spices</p>",https://cdn.pardonapp.co/products/0655ae42-1306-48f9-8e2e-b8d13bc95245.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681188,RIMINI CHACHA,630,₺,"Sedani, Curry Powder, Chicken Breast (100g),Labne Cheese , Liquid Cream, Labneh Cheese, Mushroom , Grated Mozzarella, Nutmeg, Garlic, Butter, Baharatlar , Parsley","<p>Sedani, Curry Powder, Chicken Breast (100g),Labne Cheese ,&nbsp; Liquid Cream, Labneh Cheese, Mushroom , Grated Mozzarella, Nutmeg, Garlic, Butter, Baharatlar , Parsley</p>",https://cdn.pardonapp.co/products/ba9ed9a4-26dd-4c5f-9894-27a982283e29.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681189,TUSCAN STYLE CHICKEN DONER SEDAN,640,₺,"Sedani, Butter, Chicken Döner (100g), Parsley, Garlic, Toscano Sauce, Grated Mozzarella, San Marzano Sauce, Spices","<p>Sedani, Butter, Chicken Döner (100g), Parsley, Garlic, Toscano Sauce, Grated Mozzarella,&nbsp; San Marzano Sauce, Spices</p>",https://cdn.pardonapp.co/products/d7e57995-2cad-4612-8229-af116d233dc1.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681190,BEEF ENTRECOTE SEDANİ,690,₺,"Sedani, Ribeye Steak (100g), Hot Pepper Paste, Grated Mozzarella, Garlic, San Marzano Sauce, Butter, Parsley, Spices","<p>Sedani, Ribeye Steak (100g), Hot Pepper Paste, Grated Mozzarella, Garlic, San Marzano Sauce, Butter,&nbsp; Parsley, Spices</p>",https://cdn.pardonapp.co/products/e5524e5c-3b90-4486-93df-9431ac1fe0d3.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681191,CRISPY CHICKEN SEDANI,630,₺,"Sedani, Chicken Breast (100g), Liquid Cream, Labneh Cheese, Grated Mozzarella, Spices, Parsley","<p>Sedani,&nbsp; Chicken Breast (100g), Liquid Cream, Labneh Cheese, Grated Mozzarella, Spices, Parsley</p>",https://cdn.pardonapp.co/products/08a0ce8a-acda-479c-ba34-5ceeeac859a2.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681192,TRAY TANDIR MEAT SEDANİ,720,₺,"Sedani, butter, garlic, grated mozzarella, bechamel, cooked tandoori beef (80 gr), spices","<p>Sedani, butter, garlic, grated mozzarella, bechamel, cooked tandoori beef (80 gr), spices</p>",https://cdn.pardonapp.co/products/3c8b41c8-d3cb-46a5-9fd4-d87c6a384a7d.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
30,Stew Pasta,Stew Pasta,681193,MEAT DONER CASSEROLEUM,680,₺,"Sedani, Butter, Beef Döner (80g), Parsley, Garlic, Toscano Sauce, Grated Mozzarella, San Marzano Sauce, Spices","<p>Sedani, Butter, Beef Döner (80g), Parsley, Garlic, Toscano Sauce, Grated Mozzarella,&nbsp; San Marzano Sauce, Spices</p>",https://cdn.pardonapp.co/products/1fc8cbc7-097d-4e5c-b201-75718902f067.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/30
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681178,CHICKEN BREAST FREGOLA WITH CAJUN SPICES,495,₺,"Turmeric Fregola, Chicken Breast (200g), Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce","<p>Turmeric Fregola, Chicken Breast (200g), Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce</p>",https://cdn.pardonapp.co/products/1d70b337-387c-4c8d-96fb-82ccd88e5623.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681179,CHICKEN WINGS FREGOLA WITH CAJUN SPICES,510,₺,"Turmeric Fregola, Chicken Wings , Mushroom, Liquid Cream, Pesto Sauce, Spices, Mediterranean Greens, Rock'n Roll Sauce","Turmeric Fregola, Chicken Wings , Mushroom, Liquid Cream, Pesto Sauce, Spices, Mediterranean Greens, Rock'n Roll Sauce",https://cdn.pardonapp.co/products/79197c1a-96c0-4f11-921e-9c09cc258e88.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681180,CHICKEN FREGOLA WITH CAJUN SPICY MIX,520,₺,"Turmeric Fregola, Chicken Wings (3 pcs), Chicken Breast (50g), Chicken Drumstick (1 pc), Mushroom, Liquid Cream, Pesto Sauce, Spices, Mediterranean Greens, Rock'n Roll Sauce,","<p>Turmeric Fregola, Chicken Wings (3 pcs), Chicken Breast (50g), Chicken Drumstick (1 pc), Mushroom, Liquid Cream, Pesto Sauce, Spices, Mediterranean Greens, Rock'n Roll Sauce,</p>",https://cdn.pardonapp.co/products/fb7902bf-2cde-4816-ae6c-72ba74a9fe24.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681181,CHICKEN DRUG CUPSIE FREGOLA WITH CAJUN SPICES,510,₺,"Turmeric Fregola, Chicken Drumsticks (3 pcs), Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce,","<p>Turmeric Fregola, Chicken Drumsticks (3 pcs), Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce,</p>",https://cdn.pardonapp.co/products/202495d7-9039-4f87-9fe9-59523dc460cd.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681182,CHICKEN WINGS FREGOLA WITH CAJUN SPICES,530,₺,"Turmeric Fregola, Chicken Wings , Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce, Milano Sauce","<p>Turmeric Fregola, Chicken Wings , Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce,&nbsp; Milano Sauce</p>",https://cdn.pardonapp.co/products/b20b362d-2240-44f8-a030-ecc59df1db72.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681183,CAJUN SPICY HOT MIX CHICKEN FREGOLA,540,₺,"Turmeric Fregola, Chicken Wings (3 pcs), Chicken Breast (50g), Chicken Drumstick (1 pc), Mushroom, Liquid Cream, Pesto Sauce, Spices, Mediterranean Greens, Rock'n Roll Sauce , Milano Sauce","<p>Turmeric Fregola, Chicken Wings (3 pcs), Chicken Breast (50g), Chicken Drumstick (1 pc), Mushroom, Liquid Cream, Pesto Sauce, Spices, Mediterranean Greens, Rock'n Roll Sauce , Milano Sauce</p>",https://cdn.pardonapp.co/products/c5202617-2d24-4958-8b39-bec3b49349c9.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
144,Cajun Chicken Fregola,Cajun Chicken Fregola,681184,SPICY BAGUETTE WITH CAJUN SPICE FREGOLA,530,₺,"Turmeric Fregola, Chicken Drumsticks (3 pcs), Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce , Milano Sauce","<p>Turmeric Fregola, Chicken Drumsticks (3 pcs), Mushroom, Liquid Cream, Pesto Sauce, Spices , Mediterranean Greens, Rock'n Roll Sauce ,&nbsp; Milano Sauce</p>",https://cdn.pardonapp.co/products/afc202cb-dcd2-4313-90dc-79bb24b6f3fb.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/144
37,Niyokki (Gnocchi),Niyokki,190998,133-CHICKEN MUSHROOM NİYOKKİ,580,₺,"Chicken pieces, mushrooms, nutmeg, vegetable cream, butter, garlic","Chicken pieces, mushrooms, nutmeg, vegetable cream, butter, garlic",https://cdn.pardonapp.co/products/1e2c2554-2c8b-465a-9712-0a0563e3b281.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/37
37,Niyokki (Gnocchi),Niyokki,587245,TUTTI WITH BOLOGNESE SAUCE,620,₺,"Braid niokki, beef minced meat, village pepper, kapya pepper, dried onion, homemade tomato sauce, tomato paste, red pepper powder, black pepper, garlic, parsley, butter","Braid niokki, beef minced meat, village pepper, kapya pepper, dried onion, homemade tomato sauce, tomato paste, red pepper powder, black pepper, garlic, parsley, butter",https://cdn.pardonapp.co/products/b4a54441-e0cb-4eb0-92c2-754fd5b5833a.webp,https://webmenu.pardonapp.co/en/niyokki-elazig/2387/menu/37
